date,event,pnl,num_expired
2025-01-10,expiry,-60.5,3
2025-01-13,expiry,-38.5,2
2025-01-14,expiry,-25.0,2
2025-01-15,expiry,10.500000000000002,1
2025-01-16,expiry,68.0,3
2025-01-17,expiry,48.0,14
2025-01-21,expiry,-49.5,3
2025-01-22,expiry,-31.0,2
2025-01-23,expiry,-13.5,1
2025-01-24,expiry,-133.0,7
2025-01-27,expiry,-132.0,4
2025-01-28,expiry,-94.5,5
2025-01-29,expiry,-29.0,2
2025-01-30,expiry,41.0,6
2025-01-31,expiry,74.5,12
2025-02-03,expiry,-10.500000000000002,1
2025-02-04,expiry,-15.5,1
2025-02-05,expiry,-36.0,2
2025-02-06,expiry,11.5,3
2025-02-07,expiry,95.0,7
2025-02-10,expiry,-61.0,4
2025-02-11,expiry,-42.5,5
2025-02-12,expiry,18.0,6
2025-02-13,expiry,50.0,4
